,rank_2022,university,score_2022,link,country,city,region,logo,rank_2021,score_2021,rank_2020,score_2020,rank_2019,score_2019,rank_2018,score_2018,rank_2017,score_2017,Latitude,Longitude,Location,score_2022_2
712,701-750,Indian Institute of Technology Bhubaneswar,,https://www.topuniversities.com/universities/indian-institute-technology-bhubaneswar,India,Bhubaneswar,Asia,https://www.topuniversities.com/sites/default/files/indian-institute-of-technology-bhubaneswar_5a42524bca24f32b064948ed_small.jpg,,,,,,,,,,,20.1482754,85.6711886,"20.1482754,85.6711886",
713,701-750,Instituto Tecnológico de Buenos Aires (ITBA),,https://www.topuniversities.com/universities/instituto-tecnologico-de-buenos-aires-itba,Argentina,Buenos Aires,Latin America,https://www.topuniversities.com/sites/default/files/instituto-tecnolgico-de-buenos-aires-itba_592560cf2aeae70239af4bae_small.jpg,601-650,,601-650,,581-590,,551-600,,501-550,,-34.6417149,-58.4063908,"-34.6417149,-58.4063908",
714,701-750,Istanbul Technical University,,https://www.topuniversities.com/universities/istanbul-technical-university,Turkey,Maslak-Istanbul,Asia,https://www.topuniversities.com/sites/default/files/istanbul-technical-university_296_small.jpg,751-800,,651-700,,651-700,,601-650,,651-700,,41.1055941,29.0253401,"41.1055941,29.0253401",
715,701-750,Jouf University,,https://www.topuniversities.com/universities/jouf-university,Saudi Arabia,Sakaka,Asia,https://www.topuniversities.com/sites/default/files/jouf-university_592560cf2aeae70239af5463_small.jpg,,,,,,,,,,,29.790749,40.044994,"29.790749,40.044994",
716,701-750,Lebanese University,,https://www.topuniversities.com/universities/lebanese-university,Lebanon,Beirut,Asia,https://www.topuniversities.com/sites/default/files/lebanese-university_592560cf2aeae70239af4eec_small.jpg,701-750,,,,,,,,,,33.8278696,35.5217731,"33.8278696,35.5217731",
717,701-750,Middlesex University,,https://www.topuniversities.com/universities/middlesex-university,United Kingdom,London,Europe,https://www.topuniversities.com/sites/default/files/middlesex-university_592560cf2aeae70239af4c19_small.jpg,701-750,,801-1000,,751-800,,701-750,,601-650,,51.5897112,-0.2293488,"51.5897112,-0.2293488",
718,701-750,"National Technical University of Ukraine ""Igor Sikorsky Kyiv Polytechnic Institute""",,https://www.topuniversities.com/universities/national-technical-university-ukraine-igor-sikorsky-kyiv-polytechnic-institute,Ukraine,Kyiv,Europe,https://www.topuniversities.com/sites/default/files/national-technical-university-of-ukraine-igor-sikorsky-kyiv-polytechnic-institute_592560cf2aeae70239af55b9_small.jpg,701-750,,701-750,,601-650,,501-550,,551-600,,50.4488974,30.456977,"50.4488974,30.456977",
719,701-750,New Jersey Institute of Technology (NJIT),,https://www.topuniversities.com/universities/new-jersey-institute-technology-njit,United States,Newark,North America,https://www.topuniversities.com/sites/default/files/new-jersey-institute-of-technology-njit_592560cf2aeae70239af5376_small.jpg,751-800,,751-800,,751-800,,801-1000,,701+,,40.7423462,-74.1793225,"40.7423462,-74.1793225",
720,701-750,Northumbria University at Newcastle,,https://www.topuniversities.com/universities/northumbria-university-newcastle,United Kingdom,Newcastle upon Tyne,Europe,https://www.topuniversities.com/sites/default/files/northumbria-university-at-newcastle_592560cf2aeae70239af4c4b_small.jpg,651-700,,701-750,,701-750,,751-800,,701+,,54.978252,-1.61778,"54.978252,-1.61778",
721,701-750,Notre Dame University-Louaize NDU,,https://www.topuniversities.com/universities/notre-dame-university-louaize-ndu,Lebanon,Koura,Asia,https://www.topuniversities.com/sites/default/files/notre-dame-university-louaize-ndu_5af915a3cb4de7546e1a835d_small.jpg,701-750,,801-1000,,,,,,,,33.9496307,35.6130842,"33.9496307,35.6130842",
722,701-750,O.P. Jindal Global University,,https://www.topuniversities.com/universities/op-jindal-global-university,India,Sonipat,Asia,https://www.topuniversities.com/sites/default/files/o.p.-jindal-global-university_592560cf2aeae70239af5884_small.jpg,651-700,,751-800,,,,,,,,28.9264157,77.0565769,"28.9264157,77.0565769",
723,701-750,Osaka Prefecture University ,,https://www.topuniversities.com/universities/osaka-prefecture-university,Japan,Osaka City,Asia,https://www.topuniversities.com/sites/default/files/osaka-prefecture-university-_592560cf2aeae70239af4e81_small.jpg,651-700,,651-700,,601-650,,701-750,,651-700,,34.5483696,135.5063606,"34.5483696,135.5063606",
724,701-750,Philipps-Universität Marburg ,,https://www.topuniversities.com/universities/philipps-universitat-marburg,Germany,Marburg,Europe,https://www.topuniversities.com/sites/default/files/philipps-universitt-marburg_392_small.jpg,651-700,,651-700,,601-650,,551-600,,551-600,,50.8106859,8.7741641,"50.8106859,8.7741641",
725,701-750,Plekhanov Russian University of Economics,,https://www.topuniversities.com/universities/plekhanov-russian-university-economics,Russia,Moscow,Europe,https://www.topuniversities.com/sites/default/files/plekhanov-russian-university-of-economics_2154_small.jpg,751-800,,751-800,,801-1000,,801-1000,,701+,,55.7276731,37.6273467,"55.7276731,37.6273467",
726,701-750,Politecnico di Bari,,https://www.topuniversities.com/universities/politecnico-di-bari,Italy,Bari,Europe,https://www.topuniversities.com/sites/default/files/politecnico-di-bari_592560cf2aeae70239af5002_small.jpg,751-800,,801-1000,,,,,,,,41.1089715,16.8789965,"41.1089715,16.8789965",
727,701-750,Prince Mohammad Bin Fahd university,,https://www.topuniversities.com/universities/prince-mohammad-bin-fahd-university,Saudi Arabia,Al Khobar,Asia,https://www.topuniversities.com/sites/default/files/prince-mohammad-bin-fahd-university_592560df9988f300e2320a8a_small.jpg,751-800,,,,,,,,,,26.144497,50.090961,"26.144497,50.090961",
728,701-750,Saint Petersburg Electrotechnical University ETU-LETI,,https://www.topuniversities.com/universities/saint-petersburg-electrotechnical-university-etu-leti,Russia,St. Petersburg,Europe,https://www.topuniversities.com/sites/default/files/saint-petersburg-electrotechnical-university-etu-leti_592560cf2aeae70239af5956_small.jpg,701-750,,,,,,,,,,59.9721917,30.3226556,"59.9721917,30.3226556",
729,701-750,Stevens Institute of Technology,,https://www.topuniversities.com/universities/stevens-institute-technology,United States,Hoboken,North America,https://www.topuniversities.com/sites/default/files/stevens-institute-of-technology_592560cf2aeae70239af4db6_small.jpg,701-750,,651-700,,651-700,,651-700,,651-700,,40.7432899,-74.0266265,"40.7432899,-74.0266265",
730,701-750,Sumy State University,,https://www.topuniversities.com/universities/sumy-state-university,Ukraine,Sumy,Europe,https://www.topuniversities.com/sites/default/files/sumy-state-university_592560cf2aeae70239af57c7_small.jpg,701-750,,701-750,,751-800,,801-1000,,701+,,50.8918344,34.843239,"50.8918344,34.843239",
731,701-750,Tokyo Metropolitan University,,https://www.topuniversities.com/universities/tokyo-metropolitan-university,Japan,Tokyo,Asia,https://www.topuniversities.com/sites/default/files/tokyo-metropolitan-university_592560cf2aeae70239af4ce9_small.jpg,651-700,,601-650,,651-700,,651-700,,471-480,,35.6172487,139.3771559,"35.6172487,139.3771559",
732,701-750,Ufa State Aviation Technical University ,,https://www.topuniversities.com/universities/ufa-state-aviation-technical-university,Russia,,Europe,https://www.topuniversities.com/sites/default/files/ufa-state-aviation-technical-university-_592560cf2aeae70239af596a_small.jpg,,,,,,,,,,,54.7249092,55.9424673,"54.7249092,55.9424673",
733,701-750,Universidad Central de Venezuela,,https://www.topuniversities.com/universities/universidad-central-de-venezuela,Venezuela,Caracas,Latin America,https://www.topuniversities.com/sites/default/files/universidad-central-de-venezuela_592560cf2aeae70239af54c0_small.jpg,751-800,,701-750,,751-800,,651-700,,651-700,,10.4869942,-66.894094,"10.4869942,-66.894094",
734,701-750,Universidad Iberoamericana IBERO,,https://www.topuniversities.com/universities/universidad-iberoamericana-ibero,Mexico,Mexico City,Latin America,https://www.topuniversities.com/sites/default/files/universidad-iberoamericana-uia_592560cf2aeae70239af4b96_small.jpg,701-750,,651-700,,701-750,,601-650,,651-700,,19.3697085,-99.2657498,"19.3697085,-99.2657498",
735,701-750,Universidad de La Sabana,,https://www.topuniversities.com/universities/universidad-de-la-sabana,Colombia,Bogotá,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-la-sabana_592560cf2aeae70239af4bcf_small.jpg,751-800,,751-800,,801-1000,,751-800,,651-700,,4.8558149,-74.0417628,"4.8558149,-74.0417628",
736,701-750,Universidad de San Andrés - UdeSA,,https://www.topuniversities.com/universities/universidad-de-san-andres-udesa,Argentina,Buenos Aires,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-san-andrs-udesa_1699_small.jpg,701-750,,601-650,,591-600,,601-650,,501-550,,-34.4465869,-58.529389,"-34.4465869,-58.529389",
737,701-750,Universidade de Santiago de Compostela,,https://www.topuniversities.com/universities/universidade-de-santiago-de-compostela,Spain,Santiago de Compostela,Europe,https://www.topuniversities.com/sites/default/files/universidade-de-santiago-de-compostela_547_small.jpg,701-750,,651-700,,581-590,,601-650,,551-600,,42.8885225,-8.5449726,"42.8885225,-8.5449726",
738,701-750,Universitat Rovira i Virgili,,https://www.topuniversities.com/universities/universitat-rovira-i-virgili,Spain,Tarragona,Europe,https://www.topuniversities.com/sites/default/files/universitat-rovira-i-virgili_592560cf2aeae70239af5826_small.jpg,751-800,,701-750,,,,,,,,41.1196515,1.2605032,"41.1196515,1.2605032",
739,701-750,University of Bradford,,https://www.topuniversities.com/universities/university-bradford,United Kingdom,Bradford,Europe,https://www.topuniversities.com/sites/default/files/university-of-bradford_592560cf2aeae70239af4ac5_small.jpg,601-650,,601-650,,591-600,,601-650,,551-600,,53.7914677,-1.766069,"53.7914677,-1.766069",
740,701-750,University of Haifa,,https://www.topuniversities.com/universities/university-haifa,Israel,Haifa,Asia,https://www.topuniversities.com/sites/default/files/Webp.net-resizeimage-2021-05-14T141544.092-48x48.jpg,701-750,,651-700,,651-700,,601-650,,651-700,,32.7614296,35.0195184,"32.7614296,35.0195184",
741,701-750,University of Houston,,https://www.topuniversities.com/universities/university-houston,United States,Houston,North America,https://www.topuniversities.com/sites/default/files/university-of-houston_270_small.jpg,701-750,,651-700,,651-700,,601-650,,601-650,,29.71997633,-95.34222822,"29.7199763288562,-95.3422282227311",
742,701-750,University of Huddersfield,,https://www.topuniversities.com/universities/university-huddersfield,United Kingdom,Huddersfield,Europe,https://www.topuniversities.com/sites/default/files/university-of-huddersfield_592560cf2aeae70239af4cac_small.jpg,701-750,,701-750,,701-750,,751-800,,701+,,53.6428285,-1.7780981,"53.6428285,-1.7780981",
743,701-750,University of Modena and Reggio Emilia,,https://www.topuniversities.com/universities/university-modena-reggio-emilia,Italy,Modena,Europe,https://www.topuniversities.com/sites/default/files/university-of-modena-and-reggio-emilia_411_small.jpg,751-800,,751-800,,801-1000,,701-750,,651-700,,44.6451145,10.928124,"44.6451145,10.928124",
744,701-750,University of Southern Queensland ,,https://www.topuniversities.com/universities/university-southern-queensland,Australia,Toowoomba,Oceania,https://www.topuniversities.com/sites/default/files/university-of-southern-queensland-_592560cf2aeae70239af4dd1_small.jpg,701-750,,751-800,,751-800,,751-800,,701+,,-27.602411,151.9312604,"-27.602411,151.9312604",
745,701-750,University of Westminster,,https://www.topuniversities.com/universities/university-westminster,United Kingdom,London,Europe,https://www.topuniversities.com/sites/default/files/university-of-westminster_592560cf2aeae70239af4d26_small.jpg,651-700,,651-700,,601-650,,551-600,,,,51.51694815,-0.14327354,"51.51694814580209,-0.14327354001102313",
746,701-750,University of Windsor,,https://www.topuniversities.com/universities/university-windsor,Canada,Windsor,North America,https://www.topuniversities.com/sites/default/files/university-of-windsor_592560cf2aeae70239af5162_small.jpg,751-800,,651-700,,651-700,,651-700,,651-700,,42.3043142,-83.066039,"42.3043142,-83.066039",
747,701-750,University of the Basque Country,,https://www.topuniversities.com/universities/university-basque-country,Spain,Leioa,Europe,https://www.topuniversities.com/sites/default/files/universidad-del-pais-vasco_592560cf2aeae70239af506c_small.jpg,751-800,,651-700,,601-650,,651-700,,,,43.3314059,-2.9706058,"43.3314059,-2.9706058",
748,701-750,Universität Potsdam,,https://www.topuniversities.com/universities/universitat-potsdam,Germany,Potsdam,Europe,https://www.topuniversities.com/sites/default/files/universitt-potsdam_1367_small.jpg,801-1000,,701-750,,601-650,,461-470,,,,52.4074312,13.0993911,"52.4074312,13.0993911",
749,701-750,Université Côte d'Azur,,https://www.topuniversities.com/universities/universite-cote-dazur,France,,Europe,https://www.topuniversities.com/sites/default/files/universit-cte-dazur_5c056024094c9000617768e0_small.jpg,601-650,,591-600,,,,,,,,43.70892087,7.288265269,"43.70892086926037,7.288265268767409",
750,701-750,Université de Sousse,,https://www.topuniversities.com/universities/universite-de-sousse,Tunisia,Sousse,Africa,https://www.topuniversities.com/sites/default/files/universit-de-sousse_592560cf2aeae70239af546e_small.jpg,,,,,,,,,,,35.8382263,10.6073075,"35.8382263,10.6073075",
751,701-750,Virginia Commonwealth University,,https://www.topuniversities.com/universities/virginia-commonwealth-university,United States,Richmond,North America,https://www.topuniversities.com/sites/default/files/virginia-commonwealth-university_654_small.jpg,651-700,,601-650,,601-650,,651-700,,651-700,,37.5483122,-77.4526805,"37.5483122,-77.4526805",
752,751-800,American University of the Middle East,,https://www.topuniversities.com/universities/american-university-middle-east,Kuwait,Egaila,Asia,https://www.topuniversities.com/sites/default/files/american-university-of-the-middle-east_592560e39988f300e232137c_small.jpg,801-1000,,,,,,,,,,29.166897,48.1005185,"29.166897,48.1005185",
753,751-800,Belarusian National Technical University (BNTU),,https://www.topuniversities.com/universities/belarusian-national-technical-university-bntu,Belarus,Minsk,Europe,https://www.topuniversities.com/sites/default/files/belarusian-national-technical-university-bntu_592560cf2aeae70239af5828_small.jpg,801-1000,,801-1000,,801-1000,,751-800,,701+,,53.9210216,27.5930323,"53.9210216,27.5930323",
754,751-800,Bournemouth University,,https://www.topuniversities.com/universities/bournemouth-university,United Kingdom,Poole,Europe,https://www.topuniversities.com/sites/default/files/bournemouth-university_592560cf2aeae70239af4ac4_small.jpg,751-800,,701-750,,701-750,,701-750,,,,50.7435102,-1.8983382,"50.7435102,-1.8983382",
755,751-800,Chonnam National University,,https://www.topuniversities.com/universities/chonnam-national-university,South Korea,Gwangju,Asia,https://www.topuniversities.com/sites/default/files/chonnam-national-university_125_small.jpg,701-750,,701-750,,651-700,,601-650,,601-650,,35.1761175,126.9058167,"35.1761175,126.9058167",
756,751-800,Chungnam National University,,https://www.topuniversities.com/universities/chungnam-national-university,South Korea,Daejeon,Asia,https://www.topuniversities.com/sites/default/files/chungnam-national-university_592560cf2aeae70239af4b02_small.jpg,751-800,,701-750,,701-750,,801-1000,,701+,,36.3688253,127.3468684,"36.3688253,127.3468684",
757,751-800,Clarkson University,,https://www.topuniversities.com/universities/clarkson-university,United States,Potsdam,North America,https://www.topuniversities.com/sites/default/files/clarkson-university_592560cf2aeae70239af5181_small.jpg,751-800,,601-650,,601-650,,651-700,,601-650,,44.6636819,-74.9977112,"44.6636819,-74.9977112",
758,751-800,Dankook University ,,https://www.topuniversities.com/universities/dankook-university,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/dankook-university-_592560cf2aeae70239af4e9b_small.jpg,751-800,,701-750,,701-750,,701-750,,701+,,37.3215984,127.1267503,"37.3215984,127.1267503",
759,751-800,Georgia State University,,https://www.topuniversities.com/universities/georgia-state-university,United States,Atlanta,North America,https://www.topuniversities.com/sites/default/files/georgia-state-university_592560cf2aeae70239af4b65_small.jpg,751-800,,701-750,,701-750,,751-800,,701+,,33.753068,-84.3852819,"33.753068,-84.3852819",
760,751-800,Institut Teknologi Sepuluh Nopember (ITS Surabaya),,https://www.topuniversities.com/universities/institut-teknologi-sepuluh-nopember-its-surabaya,Indonesia,Surabaya,Asia,https://www.topuniversities.com/sites/default/files/institut-teknologi-sepuluh-nopember_592560cf2aeae70239af4e31_small.jpg,751-800,,801-1000,,801-1000,,801-1000,,701+,,-7.2860757,112.7947324,"-7.2860757,112.7947324",
761,751-800,Instituto Politécnico Nacional (IPN),,https://www.topuniversities.com/universities/instituto-politecnico-nacional-ipn,Mexico,Ciudad de México,Latin America,https://www.topuniversities.com/sites/default/files/instituto-politcnico-nacional-ipn_592560cf2aeae70239af5483_small.jpg,701-750,,651-700,,651-700,,651-700,,701+,,19.509507,-99.1336808,"19.509507,-99.1336808",
762,751-800,Instituto Tecnológico Autónomo de México (ITAM),,https://www.topuniversities.com/universities/instituto-tecnologico-autonomo-de-mexico-itam,Mexico,Mexico City,Latin America,https://www.topuniversities.com/sites/default/files/instituto-tecnolgico-autnomo-de-mxico-itam_592560cf2aeae70239af4da6_small.jpg,701-750,,651-700,,651-700,,651-700,,601-650,,19.34529831,-99.20039542,"19.345298310140826,-99.20039541981976",
763,751-800,Jamia Millia Islamia,,https://www.topuniversities.com/universities/jamia-millia-islamia,India,,Asia,https://www.topuniversities.com/sites/default/files/jamia-millia-islamia-new-delhi_592560e19988f300e2320f1d_small.jpg,751-800,,751-800,,751-800,,,,,,28.5605123,77.2849909,"28.5605123,77.2849909",
764,751-800,Jinan University (China),,https://www.topuniversities.com/universities/jinan-university-china,China (Mainland),Guangzhou,Asia,https://www.topuniversities.com/sites/default/files/jinan-university-china_592560cf2aeae70239af5298_small.jpg,601-650,,,,,,,,,,23.128057,113.347721,"23.128057,113.347721",
765,751-800,Karaganda State Technical University,,https://www.topuniversities.com/universities/karaganda-state-technical-university,Kazakhstan,Karaganda,Asia,https://www.topuniversities.com/sites/default/files/karaganda-state-technical-university_14129_small.jpg,801-1000,,801-1000,,751-800,,,,,,49.8186051,73.1043975,"49.8186051,73.1043975",
766,751-800,Keele University ,,https://www.topuniversities.com/universities/keele-university,United Kingdom,Keele,Europe,https://www.topuniversities.com/sites/default/files/keele-university-_592560cf2aeae70239af50e5_small.jpg,701-750,,601-650,,601-650,,601-650,,551-600,,53.0029512,-2.2721329,"53.0029512,-2.2721329",
767,751-800,Lanzhou University,,https://www.topuniversities.com/universities/lanzhou-university,China (Mainland),Lanzhou,Asia,https://www.topuniversities.com/sites/default/files/lanzhou-university_592560cf2aeae70239af4df2_small.jpg,801-1000,,751-800,,601-650,,601-650,,551-600,,36.0477699,103.8585624,"36.0477699,103.8585624",
768,751-800,"Manipal Academy of Higher Education, Manipal, Karnataka, India",,https://www.topuniversities.com/universities/manipal-academy-higher-education-manipal-karnataka-india,India,Manipal,Asia,https://www.topuniversities.com/sites/default/files/manipal-academy-of-higher-education_592560cf2aeae70239af4e15_small.jpg,751-800,,701-750,,751-800,,701-750,,,,13.3533433,74.7848955,"13.3533433,74.7848955",
769,751-800,Maynooth University,,https://www.topuniversities.com/universities/maynooth-university,Ireland,Maynooth,Europe,https://www.topuniversities.com/sites/default/files/maynooth-university_766_small.jpg,701-750,,701-750,,701-750,,701-750,,651-700,,53.384478,-6.6011155,"53.384478,-6.6011155",
770,751-800,Memorial University of Newfoundland,,https://www.topuniversities.com/universities/memorial-university-newfoundland,Canada,St. John's,North America,https://www.topuniversities.com/sites/default/files/memorial-university-of-newfoundland_1760_small.jpg,701-750,,701-750,,651-700,,701-750,,651-700,,47.5737975,-52.7329053,"47.5737975,-52.7329053",
771,751-800,Northwest University (China),,https://www.topuniversities.com/universities/northwest-university-china,China (Mainland),Xi'an,Asia,https://www.topuniversities.com/sites/default/files/northwest-university-china_592560cf2aeae70239af5297_small.jpg,751-800,,,,,,,,,,34.2506904,108.9266981,"34.2506904,108.9266981",
772,751-800,Pontificia Universidad Católica de Valparaíso,,https://www.topuniversities.com/universities/pontificia-universidad-catolica-de-valparaiso,Chile,Valparaíso,Latin America,https://www.topuniversities.com/sites/default/files/pontificia-universidad-catlica-de-valparaso_733_small.jpg,801-1000,,701-750,,751-800,,701-750,,601-650,,-33.04438169,-71.60585346,"-33.044381685652255,-71.60585345910023",
773,751-800,Princess Nourah bint Abdulrahman University,,https://www.topuniversities.com/universities/princess-nourah-bint-abdulrahman-university,Saudi Arabia,,Asia,https://www.topuniversities.com/sites/default/files/princess-nourah-bint-abdulrahman-university_592560e39988f300e232144f_small.jpg,801-1000,,1001+,,,,,,,,24.8466526,46.7255186,"24.8466526,46.7255186",
774,751-800,Riga Technical University,,https://www.topuniversities.com/universities/riga-technical-university,Latvia,Riga,Europe,https://www.topuniversities.com/sites/default/files/riga-technical-university_592560cf2aeae70239af578f_small.jpg,701-750,,701-750,,751-800,,651-700,,,,56.947327,24.1056278,"56.947327,24.1056278",
775,751-800,Ritsumeikan University,,https://www.topuniversities.com/universities/ritsumeikan-university,Japan,Kyoto,Asia,https://www.topuniversities.com/sites/default/files/ritsumeikan-university_592560cf2aeae70239af4c92_small.jpg,801-1000,,801-1000,,801-1000,,801-1000,,701+,,35.0325561,135.7233044,"35.0325561,135.7233044",
776,751-800,Shiraz University,,https://www.topuniversities.com/universities/shiraz-university,"Iran, Islamic Republic of",Shiraz,Asia,https://www.topuniversities.com/sites/default/files/shiraz-university_592560cf2aeae70239af4e60_small.jpg,801-1000,,801-1000,,801-1000,,,,,,29.6459731,52.4940247,"29.6459731,52.4940247",
777,751-800,Southern Cross University ,,https://www.topuniversities.com/universities/southern-cross-university,Australia,Lismore,Oceania,https://www.topuniversities.com/sites/default/files/southern-cross-university-_592560cf2aeae70239af4dcf_small.jpg,751-800,,751-800,,801-1000,,801-1000,,,,-28.8193845,153.2994738,"-28.8193845,153.2994738",
778,751-800,Tallinn University of Technology (TalTech),,https://www.topuniversities.com/universities/tallinn-university-technology-taltech,Estonia,Tallinn,Europe,https://www.topuniversities.com/sites/default/files/tallinn-university-of-technology-taltech_592560cf2aeae70239af4cd3_small.jpg,651-700,,601-650,,601-650,,601-650,,601-650,,59.3959451,24.6710596,"59.3959451,24.6710596",
779,751-800,Temple University,,https://www.topuniversities.com/universities/temple-university,United States,Philadelphia,North America,https://www.topuniversities.com/sites/default/files/temple-university_592560cf2aeae70239af4cdd_small.jpg,701-750,,651-700,,651-700,,651-700,,651-700,,39.9805942,-75.1557376,"39.9805942,-75.1557376",
780,751-800,Universidad Adolfo Ibáñez,,https://www.topuniversities.com/universities/universidad-adolfo-ibanez,Chile,Santiago,Latin America,https://www.topuniversities.com/sites/default/files/universidad-adolfo-ibez-_11_small.jpg,701-750,,701-750,,701-750,,651-700,,651-700,,-33.48828381,-70.51830727,"-33.48828381116635,-70.51830727344279",
781,751-800,Universidad San Francisco de Quito (USFQ),,https://www.topuniversities.com/universities/universidad-san-francisco-de-quito-usfq,Ecuador,Quito,Latin America,https://www.topuniversities.com/sites/default/files/universidad-san-francisco-de-quito-usfq_592560cf2aeae70239af54e1_small.jpg,751-800,,751-800,,701-750,,701-750,,701+,,-0.19689,-78.4357443,"-0.19689,-78.4357443",
782,751-800,Universidad Torcuato Di Tella,,https://www.topuniversities.com/universities/universidad-torcuato-di-tella,Argentina,Buenos Aires,Latin America,https://www.topuniversities.com/sites/default/files/universidad-torcuato-di-tella_592560cf2aeae70239af4ced_small.jpg,651-700,,601-650,,651-700,,651-700,,601-650,,-34.5480059,-58.4469439,"-34.5480059,-58.4469439",
783,751-800,Universidad de la República (Udelar),,https://www.topuniversities.com/universities/universidad-de-la-republica-udelar,Uruguay,Montevideo,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-la-repblica-udelar_592560cf2aeae70239af515e_small.jpg,801-1000,,801-1000,,801-1000,,701-750,,701+,,19.31884741,-99.07859652,"19.318847412193108,-99.07859652452659",
784,751-800,Universidad del Rosario,,https://www.topuniversities.com/universities/universidad-del-rosario,Colombia,Bogotá,Latin America,https://www.topuniversities.com/sites/default/files/universidad-del-rosario_592560cf2aeae70239af514d_small.jpg,751-800,,751-800,,801-1000,,801-1000,,701+,,4.7991177,-74.0306491,"4.7991177,-74.0306491",
785,751-800,Universidade Federal do Rio Grande Do Sul ,,https://www.topuniversities.com/universities/universidade-federal-do-rio-grande-do-sul,Brazil,Porto Alegre,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-do-rio-grande-do-sul_2239_small.jpg,701-750,,651-700,,601-650,,501-550,,461-470,,-30.0338389,-51.2189074,"-30.0338389,-51.2189074",
786,751-800,Universiti Tenaga Nasional (UNITEN),,https://www.topuniversities.com/universities/universiti-tenaga-nasional-uniten,Malaysia,Kajang,Asia,https://www.topuniversities.com/sites/default/files/universiti-tenaga-nasional-uniten_592560cf2aeae70239af4d97_small.jpg,701-750,,801-1000,,701-750,,,,,,2.9768317,101.7336367,"2.9768317,101.7336367",
787,751-800,University Duesseldorf,,https://www.topuniversities.com/universities/university-duesseldorf,Germany,Düsseldorf,Europe,https://www.topuniversities.com/sites/default/files/university-duesseldorf_171_small.jpg,751-800,,751-800,,701-750,,651-700,,601-650,,51.1913404,6.7940893,"51.1913404,6.7940893",
788,751-800,University at Albany SUNY,,https://www.topuniversities.com/universities/university-albany-suny,United States,Albany,North America,https://www.topuniversities.com/sites/default/files/university-at-albany-suny_1835_small.jpg,751-800,,701-750,,651-700,,651-700,,651-700,,42.6850273,-73.8247903,"42.6850273,-73.8247903",
789,751-800,University of Brescia,,https://www.topuniversities.com/universities/university-brescia,Italy,Brescia,Europe,https://www.topuniversities.com/sites/default/files/university-of-brescia_592560cf2aeae70239af5666_small.jpg,751-800,,751-800,,701-750,,751-800,,701+,,37.7687168,-87.1121506,"37.7687168,-87.1121506",
790,751-800,University of Central Florida,,https://www.topuniversities.com/universities/university-central-florida,United States,Orlando,North America,https://www.topuniversities.com/sites/default/files/university-of-central-florida_209_small.jpg,701-750,,701-750,,751-800,,701-750,,701+,,28.6024274,-81.2000599,"28.6024274,-81.2000599",
791,751-800,University of Denver,,https://www.topuniversities.com/universities/university-denver1,United States,Denver,North America,https://www.topuniversities.com/sites/default/files/university-of-denver_157_small.jpg,651-700,,651-700,,651-700,,701-750,,651-700,,39.6766174,-104.9618965,"39.6766174,-104.9618965",
792,751-800,University of Greenwich,,https://www.topuniversities.com/universities/university-greenwich,United Kingdom,,Europe,https://www.topuniversities.com/sites/default/files/university-of-greenwich_592560cf2aeae70239af50f0_small.jpg,701-750,,701-750,,701-750,,801-1000,,701+,,51.4829866,-0.0063883,"51.4829866,-0.0063883",
793,751-800,"University of Maryland, Baltimore County",,https://www.topuniversities.com/universities/university-maryland-baltimore-county,United States,Baltimore,North America,https://www.topuniversities.com/sites/default/files/university-of-maryland-baltimore-county_592560cf2aeae70239af52af_small.jpg,701-750,,460,25.4,453,25.6,481-490,,441-450,,39.2542822,-76.7100102,"39.2542822,-76.7100102",
794,751-800,University of Zagreb,,https://www.topuniversities.com/universities/university-zagreb,Croatia,Zagreb,Europe,https://www.topuniversities.com/sites/default/files/university-of-zagreb_14110_small.jpg,801-1000,,751-800,,801-1000,,601-650,,651-700,,45.8106069,15.9699154,"45.8106069,15.9699154",
795,751-800,Universit_ degli Studi di Perugia,,https://www.topuniversities.com/universities/universita-degli-studi-di-perugia,Italy,Perugia,Europe,https://www.topuniversities.com/sites/default/files/universit-degli-studi-di-perugia_497_small.jpg,751-800,,751-800,,751-800,,751-800,,701+,,43.1107168,12.3908279,"43.1107168,12.3908279",
796,751-800,Université de Sherbrooke,,https://www.topuniversities.com/universities/universite-de-sherbrooke,Canada,Sherbrooke,North America,https://www.topuniversities.com/sites/default/files/universit-de-sherbrooke_592560cf2aeae70239af5161_small.jpg,701-750,,651-700,,651-700,,601-650,,601-650,,45.3778253,-71.9292831,"45.3778253,-71.9292831",
797,751-800,Vilnius Gediminas Technical University (VILNIUS TECH),,https://www.topuniversities.com/universities/vilnius-gediminas-technical-university-vilnius-tech,Lithuania,Vilnius,Europe,https://www.topuniversities.com/sites/default/files/VT_logo-48x48.jpg,,,,,,,,,,,54.7226447,25.3378447,"54.7226447,25.3378447",
798,751-800,Worcester Polytechnic Institute,,https://www.topuniversities.com/universities/worcester-polytechnic-institute,United States,Worcester,North America,https://www.topuniversities.com/sites/default/files/worcester-polytechnic-institute_592560cf2aeae70239af4dc0_small.jpg,701-750,,601-650,,601-650,,651-700,,601-650,,42.2743015,-71.8081371,"42.2743015,-71.8081371",
