,rank_2022,university,score_2022,link,country,city,region,logo,rank_2021,score_2021,rank_2020,score_2020,rank_2019,score_2019,rank_2018,score_2018,rank_2017,score_2017,Latitude,Longitude,Location,score_2022_2
1047,1001-1200,Ivan Franko National University of Lviv,,https://www.topuniversities.com/universities/ivan-franko-national-university-lviv,Ukraine,Lviv,Europe,https://www.topuniversities.com/sites/default/files/-ivan-franko-national-university-of-lviv_592560cf2aeae70239af5ac2_small.jpg,,,,,,,,,,,49.8406108,24.0225099,"49.8406108,24.0225099",
1048,1001-1200,Izmir Institute of Technology (IZTECH),,https://www.topuniversities.com/universities/izmir-institute-technology-iztech,Turkey,Izmir,Asia,https://www.topuniversities.com/sites/default/files/izmir-institute-of-technology-iztech_592560cf2aeae70239af50c4_small.jpg,1001+,,,,,,,,,,38.3190947,26.6432058,"38.3190947,26.6432058",
1049,1001-1200,Jamia Hamdard,,https://www.topuniversities.com/universities/jamia-hamdard,India,New Delhi,Asia,https://www.topuniversities.com/sites/default/files/jamia-hamdard_592560e19988f300e2320f1b_small.jpg,1001+,,1001+,,,,,,,,28.5154778,77.2504898,"28.5154778,77.2504898",
1050,1001-1200,Jeju National University ,,https://www.topuniversities.com/universities/jeju-national-university,South Korea,Jeju City,Asia,https://www.topuniversities.com/sites/default/files/jeju-national-university-_592560cf2aeae70239af4e93_small.jpg,,,,,,,,,,,33.4558924,126.5620301,"33.4558924,126.5620301",
1051,1001-1200,Kangwon National University ,,https://www.topuniversities.com/universities/kangwon-national-university,South Korea,Chuncheon,Asia,https://www.topuniversities.com/sites/default/files/kangwon-national-university-_592560cf2aeae70239af4ead_small.jpg,,,,,,,,,,,37.8694561,127.7444707,"37.8694561,127.7444707",
1052,1001-1200,Kent State University,,https://www.topuniversities.com/universities/kent-state-university,United States,Kent,North America,https://www.topuniversities.com/sites/default/files/kent-state-university_592560cf2aeae70239af5351_small.jpg,801-1000,,801-1000,,751-800,,801-1000,,701+,,41.1455594,-81.3392883,"41.1455594,-81.3392883",
1053,1001-1200,King Mongkut's Institute of Technology Ladkrabang,,https://www.topuniversities.com/universities/king-mongkuts-institute-technology-ladkrabang,Thailand,Bangkok,Asia,https://www.topuniversities.com/sites/default/files/king-mongkuts-institute-of-technology-ladkrabang_592560cf2aeae70239af5213_small.jpg,1001+,,1001+,,,,,,,,13.7298889,100.7782323,"13.7298889,100.7782323",
1054,1001-1200,Kookmin University ,,https://www.topuniversities.com/universities/kookmin-university,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/kookmin-university_1070_small.jpg,,,,,,,,,,,37.6108694,126.9972889,"37.6108694,126.9972889",
1055,1001-1200,Kuwait University,,https://www.topuniversities.com/universities/kuwait-university,Kuwait,Kuwait City,Asia,https://www.topuniversities.com/sites/default/files/kuwait-university_592560cf2aeae70239af5465_small.jpg,801-1000,,801-1000,,801-1000,,651-700,,701+,,29.3406199,47.9212797,"29.3406199,47.9212797",
1056,1001-1200,Leeds Beckett University,,https://www.topuniversities.com/universities/leeds-beckett-university,United Kingdom,Leeds,Europe,https://www.topuniversities.com/sites/default/files/leeds-beckett-university_592560cf2aeae70239af50f2_small.jpg,1001+,,1001+,,,,,,,,53.8035274,-1.5480355,"53.8035274,-1.5480355",
1057,1001-1200,Makerere University,,https://www.topuniversities.com/universities/makerere-university,Uganda,Kampala,Africa,https://www.topuniversities.com/sites/default/files/makerere-university_15042_small.jpg,1001+,,1001+,,,,801-1000,,701+,,0.3335304,32.5675046,"0.3335304,32.5675046",
1058,1001-1200,Marquette University,,https://www.topuniversities.com/universities/marquette-university,United States,Milwaukee,North America,https://www.topuniversities.com/sites/default/files/marquette-university_592560cf2aeae70239af4dac_small.jpg,1001+,,801-1000,,801-1000,,801-1000,,701+,,43.038456,-87.9311302,"43.038456,-87.9311302",
1059,1001-1200,Meiji University,,https://www.topuniversities.com/universities/meiji-university,Japan,Tokyo,Asia,https://www.topuniversities.com/sites/default/files/meiji-university_592560cf2aeae70239af5223_small.jpg,1001+,,1001+,,801-1000,,801-1000,,,,35.6972422,139.7615346,"35.6972422,139.7615346",
1060,1001-1200,Miami University,,https://www.topuniversities.com/universities/miami-university,United States,Oxford,North America,https://www.topuniversities.com/sites/default/files/miami-university_592560cf2aeae70239af4db1_small.jpg,1001+,,801-1000,,801-1000,,801-1000,,701+,,39.5087485,-84.7344915,"39.5087485,-84.7344915",
1061,1001-1200,Mississippi State University,,https://www.topuniversities.com/universities/mississippi-state-university,United States,Starkville,North America,https://www.topuniversities.com/sites/default/files/mississippi-state-university_592560cf2aeae70239af5196_small.jpg,,,,,,,,,,,33.4551742,-88.7943766,"33.4551742,-88.7943766",
1062,1001-1200,Multimedia University (MMU),,https://www.topuniversities.com/universities/multimedia-university-mmu,Malaysia,Cyberjaya,Asia,https://www.topuniversities.com/sites/default/files/multimedia-university-mmu_1132_small.jpg,801-1000,,801-1000,,801-1000,,,,,,2.9277715,101.6419004,"2.9277715,101.6419004",
1063,1001-1200,Mustansiriyah University,,https://www.topuniversities.com/universities/mustansiriyah-university,Iraq,Baghdad,Asia,https://www.topuniversities.com/sites/default/files/-mustansiriyah-university_592560cf2aeae70239af5833_small.jpg,1001+,,801-1000,,801-1000,,,,,,33.3672904,44.4035716,"33.3672904,44.4035716",
1064,1001-1200,Mutah University,,https://www.topuniversities.com/universities/mutah-university,Jordan,Mu'tah,Asia,https://www.topuniversities.com/sites/default/files/mutah-university_592560e29988f300e232134e_small.jpg,,,,,,,,,,,31.0936562,35.7173742,"31.0936562,35.7173742",
1065,1001-1200,Nagoya Institute of Technology (NIT),,https://www.topuniversities.com/universities/nagoya-institute-technology-nit,Japan,Nagoya,Asia,https://www.topuniversities.com/sites/default/files/nagoya-institute-of-technology-nit_592560cf2aeae70239af4d85_small.jpg,801-1000,,801-1000,,751-800,,751-800,,,,35.157054,136.9251139,"35.157054,136.9251139",
1066,1001-1200,National Dong Hwa University,,https://www.topuniversities.com/universities/national-dong-hwa-university,Taiwan,Hualien City,Asia,https://www.topuniversities.com/sites/default/files/national-dong-hwa-university_1991_small.jpg,1001+,,,,,,,,,,23.8975385,121.5418018,"23.8975385,121.5418018",
1067,1001-1200,National Taiwan Ocean University,,https://www.topuniversities.com/universities/national-taiwan-ocean-university,Taiwan,Keelung City,Asia,https://www.topuniversities.com/sites/default/files/national-taiwan-ocean-university_592560cf2aeae70239af5249_small.jpg,1001+,,,,,,,,,,25.1505447,121.7757756,"25.1505447,121.7757756",
1068,1001-1200,National University of Kyiv-Mohyla Academy (NaUKMA),,https://www.topuniversities.com/universities/national-university-kyiv-mohyla-academy-naukma,Ukraine,,Europe,https://www.topuniversities.com/sites/default/files/national-university-of-kyiv-mohyla-academy-naukma_592560cf2aeae70239af5ab1_small.jpg,1001+,,1001+,,,,,,,,50.4644572,30.5193942,"50.4644572,30.5193942",
1069,1001-1200,North South University,,https://www.topuniversities.com/universities/north-south-university,Bangladesh,Dhaka,Asia,https://www.topuniversities.com/sites/default/files/north-south-university_592560cf2aeae70239af4de2_small.jpg,,,,,,,,,,,23.8151107,90.4255566,"23.8151107,90.4255566",
1070,1001-1200,North-West University,,https://www.topuniversities.com/universities/north-west-university,South Africa,Potchefstroom,Africa,https://www.topuniversities.com/sites/default/files/north-west-university_592560cf2aeae70239af4f48_small.jpg,1001+,,1001+,,801-1000,,801-1000,,701+,,47.6576921,-122.1924837,"47.6576921,-122.1924837",
1071,1001-1200,Northern Arizona University,,https://www.topuniversities.com/universities/northern-arizona-university,United States,Flagstaff,North America,https://www.topuniversities.com/sites/default/files/northern-arizona-university_592560cf2aeae70239af51a1_small.jpg,1001+,,1001+,,,,,,,,35.1804402,-111.6539683,"35.1804402,-111.6539683",
1072,1001-1200,OSMANIA UNIVERSITY,,https://www.topuniversities.com/universities/osmania-university,India,Hyderabad,Asia,https://www.topuniversities.com/sites/default/files/osmania-university_22926_small.jpg,,,,,,,,,,,17.413502,78.5287355,"17.413502,78.5287355",
1073,1001-1200,Ohio University,,https://www.topuniversities.com/universities/ohio-university,United States,Athens,North America,https://www.topuniversities.com/sites/default/files/ohio-university_1822_small.jpg,801-1000,,801-1000,,801-1000,,801-1000,,701+,,39.324358,-82.1013889,"39.324358,-82.1013889",
1074,1001-1200,Panjab University,,https://www.topuniversities.com/universities/panjab-university,India,Chandigarh,Asia,https://www.topuniversities.com/sites/default/files/panjab-university_592560cf2aeae70239af4e1c_small.jpg,1001+,,,,,,,,,,30.7580107,76.7684782,"30.7580107,76.7684782",
1075,1001-1200,Paul Valéry University Montpellier,,https://www.topuniversities.com/universities/paul-valery-university-montpellier,France,Montpellier,Europe,https://www.topuniversities.com/sites/default/files/universit-paul-valery-montpellier-3-_592560cf2aeae70239af4c25_small.jpg,801-1000,,801-1000,,801-1000,,801-1000,,701+,,43.6338533,3.8488781,"43.6338533,3.8488781",
1076,1001-1200,Pontificia Universidad Católica del Ecuador (PUCE),,https://www.topuniversities.com/universities/pontificia-universidad-catolica-del-ecuador-puce,Ecuador,Quito,Latin America,https://www.topuniversities.com/sites/default/files/pontificia-universidad-catlica-del-ecuador-puce_592560cf2aeae70239af5489_small.jpg,801-1000,,801-1000,,801-1000,,801-1000,,701+,,-0.2094901,-78.4914337,"-0.2094901,-78.4914337",
1077,1001-1200,Pontifícia Universidade Católica do Rio Grande do Sul (PUCRS),,https://www.topuniversities.com/universities/pontificia-universidade-catolica-do-rio-grande-do-sul-pucrs,Brazil,Porto Alegre,Latin America,https://www.topuniversities.com/sites/default/files/pontifcia-universidade-catlica-do-rio-grande-do-sul-pucrs_592560cf2aeae70239af548e_small.jpg,1001+,,801-1000,,801-1000,,801-1000,,701+,,-30.058925,-51.1730197,"-30.058925,-51.1730197",
1078,1001-1200,Portland State University,,https://www.topuniversities.com/universities/portland-state-university,United States,Portland,North America,https://www.topuniversities.com/sites/default/files/portland-state-university_592560cf2aeae70239af51a6_small.jpg,,,,,,,,,,,45.5111153,-122.6833383,"45.5111153,-122.6833383",
1079,1001-1200,Pukyong National University ,,https://www.topuniversities.com/universities/pukyong-national-university,South Korea,Busan,Asia,https://www.topuniversities.com/sites/default/files/pukyong-national-university-_592560cf2aeae70239af4ec4_small.jpg,,,,,,,,,,,35.134032,129.1031735,"35.134032,129.1031735",
1080,1001-1200,Rikkyo University,,https://www.topuniversities.com/universities/rikkyo-university,Japan,Tokyo,Asia,https://www.topuniversities.com/sites/default/files/rikkyo-university_592560cf2aeae70239af5233_small.jpg,1001+,,801-1000,,,,,,,,35.7305152,139.702509,"35.7305152,139.702509",
1081,1001-1200,Rochester Institute of Technology (RIT),,https://www.topuniversities.com/universities/rochester-institute-technology-rit,United States,Rochester,North America,https://www.topuniversities.com/sites/default/files/rochester-institute-of-technology-rit_592560cf2aeae70239af5343_small.jpg,,,,,,,,,,,43.0849643,-77.671866,"43.0849643,-77.671866",
1082,1001-1200,Russian State University for the Humanities ,,https://www.topuniversities.com/universities/russian-state-university-humanities,Russia,Moscow,Europe,https://www.topuniversities.com/sites/default/files/russian-state-university-for-the-humanities-_592560cf2aeae70239af594b_small.jpg,1001+,,,,,,,,,,55.7769758,37.5954305,"55.7769758,37.5954305",
1083,1001-1200,Saint-Petersburg Mining University,,https://www.topuniversities.com/universities/saint-petersburg-mining-university,Russia,St. Petersburg,Europe,https://www.topuniversities.com/sites/default/files/saint-petersburg-mining-university_15265_small.png,1001+,,,,,,,,,,59.9304326,30.2677342,"59.9304326,30.2677342",
1084,1001-1200,Saitama University,,https://www.topuniversities.com/universities/saitama-university,Japan,Saitama City,Asia,https://www.topuniversities.com/sites/default/files/saitama-university_592560cf2aeae70239af4ca2_small.jpg,801-1000,,801-1000,,801-1000,,801-1000,,701+,,35.862344,139.6073453,"35.862344,139.6073453",
1085,1001-1200,Saken Seifullin Kazakh Agrotechnical University,,https://www.topuniversities.com/universities/saken-seifullin-kazakh-agrotechnical-university,Kazakhstan,Nur-Sultan,Asia,https://www.topuniversities.com/sites/default/files/saken-seifullin-kazakh-agrotechnical-university_592560cf2aeae70239af5801_small.jpg,1001+,,,,,,,,,,51.1871859,71.4090382,"51.1871859,71.4090382",
1086,1001-1200,San Diego State University,,https://www.topuniversities.com/universities/san-diego-state-university,United States,San Diego ,North America,https://www.topuniversities.com/sites/default/files/san-diego-state-university_1830_small.jpg,801-1000,,801-1000,,801-1000,,801-1000,,701+,,32.7773786,-117.0714386,"32.7773786,-117.0714386",
1087,1001-1200,Seoul National University of Science and Technology,,https://www.topuniversities.com/universities/seoul-national-university-science-technology,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/seoul-national-university-of-science-and-technology_592560e09988f300e2320bcd_small.jpg,1001+,,801-1000,,801-1000,,801-1000,,701+,,37.6316684,127.0774813,"37.6316684,127.0774813",
1088,1001-1200,Shahid Beheshti University (SBU),,https://www.topuniversities.com/universities/shahid-beheshti-university-sbu,"Iran, Islamic Republic of",Tehran,Asia,https://www.topuniversities.com/sites/default/files/shahid-beheshti-university-sbu_592560cf2aeae70239af4e58_small.jpg,1001+,,801-1000,,801-1000,,801-1000,,701+,,35.7990628,51.3946864,"35.7990628,51.3946864",
1089,1001-1200,Shanghai International Studies University,,https://www.topuniversities.com/universities/shanghai-international-studies-university,China (Mainland),Shanghai,Asia,https://www.topuniversities.com/sites/default/files/shanghai-international-studies-university_592560cf2aeae70239af526d_small.jpg,801-1000,,801-1000,,701-750,,651-700,,,,31.0425712,121.2253204,"31.0425712,121.2253204",
1090,1001-1200,Sheffield Hallam University,,https://www.topuniversities.com/universities/sheffield-hallam-university,United Kingdom,,Europe,https://www.topuniversities.com/sites/default/files/sheffield-hallam-university_592560cf2aeae70239af50e0_small.jpg,801-1000,,801-1000,,,,,,,,53.3784892,-1.4663097,"53.3784892,-1.4663097",
1091,1001-1200,"Siberian Federal University, SibFU",,https://www.topuniversities.com/universities/siberian-federal-university-sibfu,Russia,Krasnoyarsk,Europe,https://www.topuniversities.com/sites/default/files/siberian-federal-university-sibfu_592560df9988f300e2320a65_small.jpg,1001+,,,,,,,,,,56.004056,92.765776,"56.004056,92.765776",
1092,1001-1200,Slovak University of Agriculture in Nitra,,https://www.topuniversities.com/universities/slovak-university-agriculture-nitra,Slovakia,,Europe,https://www.topuniversities.com/sites/default/files/slovak-university-of-agriculture-in-nitra_59883fafca24f350583de94e_small.jpg,,,,,,,,,,,48.3070918,18.0931469,"48.3070918,18.0931469",
1093,1001-1200,Sookmyung Women's University ,,https://www.topuniversities.com/universities/sookmyung-womens-university,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/sookmyung-womens-university-_592560cf2aeae70239af4ecf_small.jpg,,,,,,,,,,,37.546475,126.9646916,"37.546475,126.9646916",
